track_id,mfcc0_mean,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc14_mean,mfcc15_mean,mfcc16_mean,mfcc17_mean,mfcc18_mean,mfcc19_mean,mfcc0_std,mfcc1_std,mfcc2_std,mfcc3_std,mfcc4_std,mfcc5_std,mfcc6_std,mfcc7_std,mfcc8_std,mfcc9_std,mfcc10_std,mfcc11_std,mfcc12_std,mfcc13_std,mfcc14_std,mfcc15_std,mfcc16_std,mfcc17_std,mfcc18_std,mfcc19_std,chroma0_mean,chroma1_mean,chroma2_mean,chroma3_mean,chroma4_mean,chroma5_mean,chroma6_mean,chroma7_mean,chroma8_mean,chroma9_mean,chroma10_mean,chroma11_mean,chroma0_std,chroma1_std,chroma2_std,chroma3_std,chroma4_std,chroma5_std,chroma6_std,chroma7_std,chroma8_std,chroma9_std,chroma10_std,chroma11_std,contrast0_mean,contrast1_mean,contrast2_mean,contrast3_mean,contrast4_mean,contrast5_mean,contrast6_mean,contrast0_std,contrast1_std,contrast2_std,contrast3_std,contrast4_std,contrast5_std,contrast6_std,centroid_mean,centroid_std,bandwidth_mean,bandwidth_std,rolloff_mean,rolloff_std,zcr_mean,zcr_std,rms_mean,rms_std,tempo,genre,split
107391,-5.55606,100.148,-14.493,44.9675,12.3917,10.6549,-1.91545,11.8307,1.57695,3.57579,1.12914,3.69002,-0.559918,-0.510276,-4.43156,3.33648,-5.14337,-2.23004,-5.29083,-3.61245,28.8162,16.9684,14.8662,8.22771,6.52121,6.07305,5.11846,4.36543,5.16668,4.7172,4.88601,4.43156,4.11132,4.29154,4.26723,4.19485,4.2761,4.38917,4.89568,4.98184,0.582412,0.475879,0.603842,0.583455,0.392755,0.454863,0.41701,0.602811,0.524951,0.387614,0.411322,0.378735,0.281304,0.179148,0.297956,0.281329,0.218846,0.313123,0.201693,0.277179,0.227353,0.181876,0.23979,0.184582,29.2047,15.4854,18.1762,17.3761,16.6524,16.8204,47.7982,5.29529,3.49722,3.75055,2.76388,2.12863,1.95824,2.71921,1991.72,404.684,2246.27,317.033,4269.82,973.847,0.0760679,0.0252047,0.303492,0.0376475,123.047,Rock,training
107425,-164.27,123.302,34.8297,19.4039,8.87517,14.2784,1.97116,4.40047,3.43607,-0.372273,3.48785,-0.63495,-0.345862,-4.63727,-1.0271,0.789519,1.34853,-0.104629,-1.00135,1.06457,128.569,63.5114,34.9067,15.6974,13.7687,11.8189,8.42072,8.49646,8.69731,7.66164,7.34696,8.48149,8.82636,10.2864,10.2812,9.72939,9.29035,11.3545,11.041,8.06788,0.480481,0.387554,0.359116,0.297732,0.305097,0.260449,0.281364,0.408193,0.362485,0.391333,0.483332,0.417858,0.376727,0.296805,0.32859,0.310321,0.347335,0.301353,0.286756,0.382578,0.291557,0.321816,0.390317,0.282748,18.2267,19.519,18.7819,19.0444,18.689,16.863,41.9698,7.32758,9.11924,8.83109,6.78703,5.78739,4.03992,3.46008,1508.12,1334.18,1931.66,928.625,3107.1,2770.27,0.0558251,0.116521,0.320493,0.177775,117.454,Electronic,training
107426,-248.652,85.8653,42.2635,26.6326,4.58346,11.6546,1.69838,4.67232,-2.15048,-0.187021,-2.11289,0.455353,-2.94893,-0.0563119,-3.28114,0.552694,1.18065,4.07236,0.0523719,-1.96268,139.652,59.2204,49.7709,25.8365,17.319,14.588,12.8484,12.2309,10.1892,9.90125,8.97186,8.6452,7.45481,10.4969,10.0879,8.56598,12.5405,12.9487,10.5694,7.0529,0.491236,0.363651,0.306426,0.285375,0.25669,0.2727,0.414792,0.769104,0.608397,0.390231,0.386817,0.364238,0.346269,0.263849,0.299096,0.293217,0.28376,0.284559,0.253765,0.317322,0.295749,0.322465,0.340422,0.271089,18.4441,20.4961,21.8491,20.7526,15.6615,15.6564,44.3773,7.58368,7.82448,8.88093,9.62461,6.26593,4.60999,5.35253,1954.83,1765.16,1932.67,1159.98,3780.64,3527.78,0.0871567,0.0939705,0.171273,0.123921,117.454,Electronic,training
107427,-211.706,115.121,24.6963,39.3986,16.455,11.8336,9.97086,-2.20727,-12.2201,1.13478,-4.49096,1.43523,-4.77287,-3.02763,-0.0479717,6.0828,0.75223,3.64465,0.037424,1.22794,119.503,56.1908,39.3766,19.7616,14.9648,16.4226,10.6815,13.3648,15.4593,10.842,9.85654,8.52013,8.12918,9.8762,6.68856,7.79543,6.29151,7.57853,6.20084,8.18541,0.341976,0.33836,0.336465,0.383994,0.322976,0.381133,0.422699,0.405306,0.50485,0.457779,0.431591,0.403816,0.282832,0.3052,0.28048,0.33218,0.276016,0.330771,0.340719,0.308458,0.37324,0.331757,0.313224,0.325562,18.5552,17.5364,21.5228,16.525,16.5248,19.6563,46.4913,5.90226,5.60497,7.00943,5.62926,4.22283,5.61283,3.67233,1618.94,1279.72,2012.63,996.65,3561.4,3011.73,0.0479628,0.0527973,0.139146,0.0475,117.454,Electronic,training
107429,-189.038,74.5405,16.5194,21.8802,7.91479,12.7518,0.997921,7.49086,4.84243,7.75513,5.14302,8.75593,3.42675,2.44263,-3.84219,1.03265,-3.8826,-0.28048,-4.60028,-1.47543,81.1093,37.7194,18.008,12.9189,9.40258,8.64005,8.0424,9.18721,7.5762,6.57949,7.2942,7.53575,7.99684,8.92453,8.87333,7.59802,6.99652,7.58899,7.16295,6.46116,0.266282,0.316988,0.437545,0.410139,0.505934,0.369098,0.237193,0.259953,0.307932,0.469086,0.329722,0.231567,0.255874,0.267741,0.349862,0.284338,0.333894,0.309517,0.214643,0.267464,0.243725,0.358756,0.274217,0.176051,19.8866,18.809,22.8937,21.4258,21.024,18.6239,47.4533,5.25873,5.64848,5.43962,4.78047,4.50361,4.70375,3.62706,2624.53,989.808,2779.4,562.27,5861.34,2081.99,0.088725,0.0521867,0.0717786,0.0387015,123.047,Electronic,training
107432,-185.365,88.523,28.8231,23.4386,14.9038,9.92992,0.362824,0.619946,-3.77925,-0.706005,-2.5315,-1.27344,-10.5887,0.756777,-0.930432,1.09189,-3.08612,-0.161507,-0.606657,-0.210012,83.5692,28.0022,28.3616,15.6474,14.576,15.1961,11.9945,11.8827,11.8039,11.6379,10.7398,10.4948,10.2444,10.1782,11.2992,9.07754,7.98535,7.46197,8.82475,8.32714,0.40397,0.236584,0.256797,0.265492,0.19183,0.259675,0.257208,0.461874,0.30072,0.234719,0.335953,0.28299,0.392853,0.20252,0.302604,0.296057,0.188197,0.330442,0.219927,0.373531,0.276294,0.242842,0.365813,0.221558,17.4171,18.7111,20.549,17.5776,18.4524,16.4284,44.4042,5.70831,5.79859,6.20336,4.66795,3.51453,2.76383,2.5509,2217,849.026,2758,532.935,5344.13,2180.03,0.0618069,0.0380583,0.100842,0.0399518,117.454,Electronic,training
107433,-99.1888,110.289,-3.03006,25.9875,-7.97127,17.1404,-0.737746,5.38512,3.46645,6.15139,0.159559,4.36945,-2.24487,2.67948,-4.80179,1.14066,-3.55014,0.616414,-2.9891,0.592551,97.4445,46.5734,22.7383,16.539,15.6312,12.5046,11.9689,10.6051,10.4574,9.67079,10.5814,8.20862,8.32762,7.26412,7.39957,8.64435,7.12091,6.31098,7.12403,6.47706,0.601289,0.468098,0.548239,0.43441,0.480495,0.447099,0.349444,0.406356,0.338109,0.52896,0.376744,0.397084,0.313131,0.257035,0.314393,0.270522,0.299781,0.304603,0.280535,0.319203,0.215551,0.333255,0.218272,0.263367,20.2742,15.6006,16.3584,19.1044,18.6977,16.8363,48.0638,6.03714,5.1713,4.96955,5.48503,5.32104,3.08847,4.01175,1970.83,881.038,2097.4,648.084,4046.85,1908.81,0.090079,0.0497242,0.189002,0.0443367,123.047,Electronic,training
107434,-15.2029,62.6121,-4.93717,7.5784,-1.16388,9.57206,2.65388,4.73118,-0.287074,1.42309,-2.35319,2.91493,0.28535,1.47309,-2.27228,4.05614,0.895996,6.98772,-2.86509,1.65811,88.449,26.4157,16.6737,13.9269,13.2604,12.2851,11.3986,9.34724,9.75576,10.052,7.95737,9.03606,11.4111,9.65215,7.56883,8.20488,7.43044,12.2114,11.906,10.2495,0.280988,0.271963,0.401696,0.375625,0.513201,0.305287,0.350327,0.220389,0.291155,0.371071,0.286399,0.451769,0.249584,0.204203,0.326939,0.239233,0.374382,0.212634,0.292166,0.18814,0.253382,0.324486,0.20275,0.348846,14.9737,13.7059,17.8112,19.1125,19.7919,19.41,48.2027,5.41891,5.29506,5.55598,4.943,4.84222,4.74073,4.56276,2989.11,685.263,2804.18,264.819,6318.96,1145.53,0.114917,0.0558188,0.247355,0.105499,117.454,Electronic,training
107435,-201.249,92.2497,3.68742,46.7346,9.89322,16.6349,5.31953,8.09113,6.33042,2.86792,2.4097,3.59276,3.18446,0.407276,-2.54258,3.17856,-0.171087,0.766103,-1.51743,-0.720053,125.949,53.8731,26.5872,19.7325,18.2986,12.5135,10.19,10.38,8.47451,6.0924,6.52325,6.18167,6.3402,6.27956,7.00447,6.35665,6.27049,5.57648,6.17538,5.93162,0.556005,0.422025,0.362747,0.32451,0.367034,0.402459,0.375771,0.457701,0.444798,0.458696,0.471716,0.445582,0.367501,0.268183,0.288777,0.287726,0.268889,0.312206,0.286554,0.324216,0.307466,0.334285,0.307056,0.244345,18.5559,17.8199,19.9124,19.6143,19.4496,18.9774,46.4274,5.49608,5.47598,6.56403,5.75922,5.07485,4.72923,4.74943,1887.52,1031.45,2128.14,648.921,4114,1870.55,0.0668666,0.0586364,0.125535,0.0840364,151.999,Electronic,training
107476,-50.4695,101.816,9.98564,54.6827,7.73597,14.3649,3.98634,2.54993,-4.79287,2.99391,1.47955,2.97524,-1.27081,2.06187,-0.905958,-0.0155961,-1.56298,-0.623825,-7.20121,-2.59982,49.0017,24.2075,18.9723,11.7972,7.39226,7.8367,5.94103,5.38295,5.30746,4.98294,5.6417,4.60092,4.32328,4.98018,6.19494,5.84442,5.9932,5.32519,5.52985,5.34402,0.203135,0.199291,0.325151,0.304369,0.240577,0.442555,0.348717,0.237667,0.187413,0.27885,0.698458,0.295481,0.239348,0.181818,0.332461,0.299289,0.183012,0.333762,0.265806,0.218237,0.176849,0.155811,0.379833,0.148289,23.7618,15.7505,22.2851,18.4704,18.5102,18.4671,46.5665,5.10205,4.00212,5.2808,3.43438,2.97837,2.53721,2.44133,1842.2,501.533,2291.73,404.796,4237.59,1214.59,0.0628249,0.0201737,0.284924,0.04663,129.199,Rock,training
107506,-15.906,68.3144,-27.698,65.1877,13.6004,8.36875,0.120951,9.39355,10.8297,5.07582,-3.39406,9.08517,-2.74259,-3.40101,-4.28496,0.387554,-3.94656,-1.33751,-10.0846,-0.257686,23.2776,15.2115,9.3929,6.38625,8.3315,5.67962,6.07159,5.85977,8.15198,6.58651,6.0492,6.43847,5.04544,5.50666,5.39018,5.41792,4.70704,5.26143,5.15718,6.78562,0.547167,0.50615,0.55876,0.599255,0.486733,0.318003,0.292524,0.398112,0.41886,0.477467,0.447254,0.383568,0.341129,0.25466,0.276117,0.328413,0.266874,0.2217,0.199351,0.264953,0.294936,0.337052,0.254421,0.207583,29.9587,16.4086,18.4616,17.0483,18.3167,19.2874,49.736,6.78332,4.13371,4.1811,3.32448,2.99806,1.78594,1.95576,2427.17,274.69,2212.39,125.284,4513.34,348.724,0.113274,0.0286723,0.28349,0.0445694,123.047,Rock,training
107531,-227.353,70.9366,31.1856,59.8466,2.66135,29.9575,7.02139,7.97546,-12.7282,13.8834,6.4244,-5.10385,6.76235,0.464235,1.94828,8.02861,7.23002,11.5274,-4.78328,11.5379,40.7061,42.2185,23.2754,25.8459,11.0709,10.2912,9.40203,9.61103,9.53528,9.15875,10.79,10.9265,7.01984,7.83472,8.83675,6.7892,7.27661,7.66211,5.28524,6.94707,0.3018,0.334453,0.415533,0.319911,0.394975,0.660541,0.681325,0.562393,0.496058,0.379898,0.310033,0.349051,0.221153,0.214147,0.289537,0.202513,0.195854,0.299784,0.285766,0.255823,0.264814,0.231294,0.254264,0.266653,13.0068,16.1424,22.0411,15.0306,20.6352,22.3472,53.2001,4.19925,4.07203,5.69501,3.17701,3.56775,2.38945,3.72099,2474.3,930.338,2512.99,426.243,5138.05,1530.56,0.144237,0.0795352,0.0564013,0.015932,123.047,Instrumental,training
107532,-299.076,131.711,-0.106652,6.15642,12.0467,31.7431,36.7142,23.3145,8.31431,14.4858,2.55812,-6.12136,11.1742,23.5908,12.2457,4.47954,7.68022,-6.01667,-9.86303,-0.941946,47.5908,18.6352,20.7539,11.4586,8.91831,11.9997,14.4074,11.7298,12.9146,17.1236,15.0521,15.7447,21.8833,12.6379,15.0543,10.1375,6.12305,6.67508,14.1105,12.5129,0.569889,0.386963,0.592999,0.520845,0.334218,0.314211,0.306248,0.386572,0.323716,0.478646,0.612524,0.75114,0.25426,0.262249,0.311707,0.275368,0.273484,0.272781,0.244925,0.313416,0.248064,0.319185,0.351126,0.23841,16.5644,14.9012,15.7176,23.3637,23.3131,23.8271,49.0846,4.03598,4.81894,4.30277,3.67175,3.57904,6.03642,3.0304,850.705,187.26,1470.61,225.066,1417.06,359.373,0.0338366,0.0209886,0.0938189,0.0664854,58.7269,Instrumental,training
107533,-335.709,137.225,25.0635,53.7077,-12.8489,3.61767,19.8553,-17.8362,7.49892,20.532,-12.5557,18.258,19.8751,-12.2036,6.62756,13.8977,-17.9833,8.13553,6.74109,-11.4201,86.7262,22.3792,30.7923,36.241,21.3751,19.408,15.0501,13.355,11.9947,14.8282,11.1804,11.8827,10.4489,12.2996,13.129,14.3006,15.5139,11.2485,10.7393,13.8031,0.579664,0.234592,0.127118,0.127999,0.240987,0.197553,0.117156,0.158205,0.226575,0.584494,0.597302,0.76429,0.179047,0.169914,0.177984,0.188087,0.328567,0.204908,0.120307,0.178034,0.155981,0.34392,0.269197,0.246752,20.3547,15.3454,22.0471,20.1071,19.9011,37.8151,48.6946,4.16365,4.28682,5.15675,5.50655,5.59236,6.29799,3.50671,1623.96,210.355,1900.71,213.065,3866.11,302.849,0.156595,0.0208776,0.0455487,0.00602593,103.359,Instrumental,training
107534,-259.208,168.431,-8.10962,19.8528,17.537,5.24501,2.11003,9.15765,4.70068,4.85251,4.46576,3.28755,1.26419,2.98048,1.41359,1.97271,3.26708,2.45851,0.74982,3.33621,55.0874,27.9896,21.3389,9.41114,15.8953,10.7839,7.47634,6.6078,7.03319,4.85885,5.47831,4.71185,4.3907,5.25847,3.98717,4.22319,4.61717,3.85316,3.94313,4.08344,0.514295,0.498683,0.525767,0.662911,0.500982,0.477145,0.586762,0.618825,0.677517,0.590457,0.637168,0.599403,0.213227,0.210488,0.20602,0.259774,0.187092,0.186647,0.253223,0.213384,0.246887,0.221469,0.227883,0.253499,13.485,11.2877,15.0563,16.0932,16.2064,17.5172,43.1283,3.64654,3.16101,3.57738,3.56955,2.49534,2.84528,2.9094,1043.62,352.377,1562.05,317.36,2024.37,879.302,0.0277043,0.0130922,0.0431064,0.0110245,80.7495,Instrumental,training
107535,-1131.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Instrumental,training
107567,-230.629,124.893,33.4861,40.4738,10.7542,13.2095,20.6655,4.17825,-3.90332,-0.454761,-9.26027,-8.09212,-12.7929,-9.41213,-8.90406,-11.1595,-11.864,-4.23736,-1.82298,-6.21197,71.0879,36.2307,28.158,19.0465,19.3721,16.7022,14.8353,11.944,10.4798,10.7879,9.59777,9.05909,9.2778,7.83987,8.06872,11.0878,9.82618,9.44233,11.513,14.9117,0.374743,0.362075,0.217621,0.199612,0.238773,0.411351,0.355458,0.211987,0.208225,0.208852,0.269824,0.306473,0.358798,0.36232,0.244374,0.295002,0.24708,0.359455,0.33148,0.266485,0.279492,0.244222,0.324792,0.303348,21.8461,22.1554,22.8106,22.2647,21.1516,21.8109,47.7411,5.55147,5.12247,6.65948,6.67799,5.00523,5.08014,3.5861,1112.52,828.593,1666.58,596.495,1996.89,1830.26,0.0418288,0.0469099,0.193285,0.0917371,112.347,Folk,training
107569,-193.872,177.062,19.1767,32.8688,4.85837,11.6749,-3.72104,4.47943,-2.99855,-5.51845,-4.03026,1.3594,-3.01912,-4.97617,-8.36827,-2.7809,-7.4093,-2.1973,-4.97085,-2.50344,70.5381,31.2901,19.0699,14.3118,18.6832,7.93375,9.43987,7.90503,8.16695,6.72851,7.41909,6.58792,7.59324,7.16655,6.84568,5.12016,5.39806,5.38489,5.21283,6.43276,0.124605,0.318904,0.526246,0.29348,0.257652,0.178467,0.30065,0.311327,0.502753,0.774951,0.381619,0.160919,0.12709,0.226761,0.35399,0.196691,0.260162,0.176704,0.268484,0.26789,0.20687,0.301327,0.176694,0.157208,18.269,16.7265,18.2553,18.7742,19.2283,18.0653,48.5185,4.33914,4.17753,3.88512,3.07143,3.39382,3.11084,4.11153,818.733,407.444,1334.15,440.914,1376.78,1063.88,0.0313059,0.0163712,0.171823,0.0600656,80.7495,Folk,training
107571,-163.945,158.525,8.16972,38.6441,12.1998,8.51166,2.31463,0.546003,-8.45771,-7.26893,-5.26312,-3.25161,-8.09653,-8.95201,-11.6551,-6.14324,-14.1904,-3.1367,-11.1186,-7.81272,68.2746,36.6616,22.6564,14.1221,14.8797,12.6567,12.5028,9.21972,8.12588,7.96926,9.03784,7.58996,6.99916,7.313,6.15496,5.95612,6.28984,6.28916,6.43946,6.07026,0.208383,0.312385,0.413978,0.219546,0.225684,0.325835,0.436826,0.278694,0.44193,0.636528,0.429776,0.303632,0.21648,0.277595,0.339579,0.158632,0.266793,0.247037,0.32036,0.190111,0.288977,0.371165,0.228484,0.307921,22.9352,16.4862,18.5037,18.1627,17.6647,18.8196,47.6409,4.67882,3.83036,4.18622,3.57668,3.13684,2.77402,2.92752,1022.53,551.89,1536.29,528.371,1984.82,1418,0.0356653,0.0213215,0.206098,0.069127,117.454,Folk,training
107574,-161.533,129.874,26.8255,37.4586,-7.79904,14.7677,-16.9292,-5.5663,-5.5534,-2.09088,3.69736,-4.31042,-5.89488,-9.0687,-7.69586,-6.3825,-15.4193,3.61802,-8.39119,-5.64346,115.222,27.7295,28.724,14.5182,18.4923,9.78566,14.2763,9.99713,11.0363,8.19875,12.5112,8.6201,9.3538,8.56264,8.97857,7.79142,8.26868,7.90339,6.61251,8.68603,0.211486,0.42958,0.505934,0.324659,0.318444,0.29613,0.451389,0.368979,0.254602,0.44495,0.358007,0.267044,0.198617,0.307173,0.33241,0.264534,0.287958,0.229844,0.331096,0.324283,0.196446,0.334239,0.280071,0.294616,19.5411,17.7576,20.7707,20.7837,19.6677,18.7604,49.8193,4.82233,4.08623,3.85851,3.38321,2.79793,2.3341,3.94166,1362.63,613.496,1901.9,433.276,2750.14,1658.39,0.0520813,0.0306185,0.174879,0.102508,161.499,Folk,training
107577,-224.732,165.653,50.6137,32.9532,10.2249,11.0436,-4.60172,2.17868,-13.0978,-5.44954,-9.85257,-5.7467,-2.5042,-11.4715,-8.2206,-10.2356,-12.2914,-2.01121,-7.11679,-5.07267,101.783,28.6714,22.6398,17.0582,14.9122,8.17869,11.9025,8.80217,12.2657,7.80378,10.274,7.44782,6.41012,7.64597,11.3458,6.67089,7.43535,7.2457,6.39989,6.54375,0.161209,0.307864,0.152489,0.139981,0.0884763,0.281237,0.602785,0.314416,0.31426,0.360286,0.520321,0.228375,0.15642,0.297148,0.157753,0.248974,0.0717174,0.185329,0.389603,0.161825,0.348436,0.251857,0.380811,0.208858,21.321,21.26,23.8939,22.3463,20.5382,18.6765,48.188,4.41832,4.76262,4.45571,4.10866,2.93166,2.62683,4.06336,728.821,373.585,1286.73,540.595,1131.74,926.737,0.0292734,0.0116158,0.216842,0.0864523,89.1029,Folk,training
107578,-123.093,126.699,19.2014,45.1506,-0.355484,20.1494,-1.48769,-0.132812,-10.9265,6.54707,-2.98389,-1.90648,-5.45007,-0.5384,0.191252,2.94113,-7.13994,-2.79974,-11.6096,-0.55648,31.5449,20.0032,10.3771,9.02013,6.88971,5.84427,6.34889,6.00632,6.15201,5.9768,5.82641,5.15905,5.37961,5.90266,6.11665,5.99228,5.03251,5.8459,6.71775,6.02593,0.361121,0.310849,0.787939,0.431245,0.257698,0.183693,0.229275,0.274988,0.180554,0.273025,0.242355,0.372434,0.309546,0.158676,0.281149,0.187841,0.313125,0.219083,0.16928,0.283599,0.168953,0.28212,0.21291,0.328164,22.7943,19.2459,21.9962,21.0612,19.069,18.3666,50.9865,5.18373,3.77283,3.62039,3.08322,2.74489,1.88238,2.63173,1279.07,348.851,1931.74,270.615,2796.99,1078.89,0.0410599,0.0183487,0.205581,0.0676688,112.347,Folk,training
107579,-318.077,167.377,7.69199,23.2258,26.8488,8.583,-21.2673,-6.82543,-2.97412,-6.01861,-15.7904,-14.3468,-12.4297,-16.2701,-8.07633,-19.6369,-18.9316,3.64418,-8.17554,-8.40461,36.4179,12.2477,19.2437,7.7279,9.1874,8.40394,5.89486,7.13198,5.69564,6.97367,5.56698,7.55052,5.7726,6.09911,5.51448,4.85896,5.45848,7.13443,6.79016,6.47736,0.115837,0.353294,0.703371,0.283191,0.108047,0.216536,0.427583,0.172203,0.258591,0.564033,0.278289,0.138279,0.0960703,0.188281,0.346529,0.158637,0.0780654,0.200571,0.384268,0.144204,0.184001,0.340377,0.194623,0.202709,32.4553,18.4564,21.897,21.2914,23.875,17.1938,46.3611,4.59819,4.19078,5.17729,3.88903,3.34316,2.2501,1.97968,772.046,146.271,1329.12,171.928,1283.84,449.467,0.0292129,0.00825282,0.0611983,0.0249912,151.999,Folk,training
107583,-255.419,92.244,-14.4259,13.5042,-16.447,-8.47338,-24.0156,-17.193,-31.806,-2.23111,-18.9587,-8.56764,-10.5446,-10.6029,-13.0773,-13.2986,-13.843,0.0598302,-9.67886,-1.70413,45.1105,27.5817,14.5852,13.5579,15.7024,8.76206,9.4444,8.60543,8.17998,7.98016,6.85079,6.68584,6.70875,9.22008,8.34461,6.46778,6.33877,7.81865,7.79103,8.6081,0.139514,0.206971,0.511626,0.211596,0.208075,0.162758,0.360084,0.207638,0.240796,0.616078,0.302167,0.292575,0.133228,0.148097,0.340496,0.141499,0.30067,0.174077,0.352543,0.236739,0.195041,0.352423,0.193149,0.336435,21.3672,18.6261,22.2585,19.498,20.86,22.347,50.8189,5.49807,3.72674,3.86575,3.08445,3.09463,3.5365,2.59437,2120.63,573.042,2331.14,418.052,4640.81,1476.95,0.0900017,0.029788,0.0350263,0.0189263,92.2852,Folk,training
107584,-258.466,81.4402,6.82022,10.6527,1.06151,-0.664194,-6.93059,-4.88966,-6.30609,-4.71851,-8.80282,-6.51756,-7.46285,-6.67276,-11.9269,-9.71962,-10.2515,-4.6168,0.491799,5.47057,207.419,60.4366,19.9358,8.65761,5.57176,6.12672,6.49391,5.03576,5.17117,4.91499,6.92623,5.48567,5.77391,5.78837,8.26896,6.56881,7.48553,4.95576,4.32304,5.3764,0.25256,0.314124,0.202643,0.36693,0.256452,0.581522,0.178953,0.283453,0.627151,0.304675,0.264068,0.188398,0.225077,0.278594,0.137259,0.320873,0.147437,0.372289,0.101288,0.209765,0.348194,0.20877,0.322137,0.203646,22.7017,16.4875,21.3232,19.0073,19.3255,17.3538,42.0585,6.94604,3.9289,4.18406,3.42656,3.17349,2.64077,6.4234,1428.13,718.92,1895.47,569.85,2746.47,1870.76,0.0623987,0.0504389,0.176167,0.20306,123.047,Folk,training
107588,-264.842,162.413,28.0245,30.2488,11.8275,12.2407,-0.646231,-0.280873,0.531781,-2.32159,-5.05932,-3.28666,-11.812,-5.54076,-5.29574,-2.71369,-8.02924,-3.4475,-2.87852,-3.11903,55.5887,20.2268,13.5583,7.9333,8.85182,7.96438,7.68576,6.99068,7.15405,7.23511,6.32303,5.99183,7.82745,6.19878,6.56751,6.37277,5.79414,5.39766,6.1534,6.40961,0.117754,0.389519,0.64007,0.353665,0.266686,0.224295,0.357939,0.225807,0.314717,0.605274,0.224883,0.117091,0.0887222,0.230155,0.357787,0.199395,0.276171,0.212665,0.332449,0.242469,0.209897,0.347405,0.154147,0.152818,20.6691,19.1912,21.3831,21.8661,21.3944,19.4244,48.4545,4.64339,4.14189,4.34595,3.49719,3.41768,3.23419,2.64701,783.763,230.352,1426.11,306.667,1207.4,615.009,0.0275985,0.00820686,0.0938456,0.0564247,107.666,Folk,training
107589,-338.153,136.408,31.6487,54.5715,23.4439,-4.141,-10.9329,1.11213,4.1332,-0.01262,-3.77057,-1.62399,-6.13365,-5.43658,-6.96269,-13.8883,-17.181,1.75527,-1.21921,-4.88359,92.34,31.2307,24.6218,14.7754,18.5513,11.6336,7.46516,9.08279,10.6864,8.23009,7.95576,7.61365,7.25832,5.85273,6.38294,8.25175,7.359,5.84093,8.70471,7.46336,0.126969,0.268037,0.44251,0.360838,0.441624,0.321323,0.28011,0.178376,0.232252,0.55124,0.354886,0.158776,0.169018,0.242436,0.3609,0.237066,0.359046,0.281467,0.336386,0.244278,0.174579,0.384983,0.230288,0.188091,20.6622,19.0031,20.1843,20.6562,21.7921,19.6403,46.8758,4.57652,3.94423,4.00052,3.39442,3.32091,2.61424,3.60989,944.565,600.144,1451.5,492.755,1694.43,1487.76,0.0379377,0.0312235,0.0529248,0.0412783,75.9995,Folk,training
107590,-313.449,95.1104,7.44909,21.8647,-9.04767,-12.1004,-16.5734,-17.5042,-22.8217,-6.58432,-6.61046,-12.3351,-12.4101,-10.4276,-15.7755,-16.4221,-20.1861,-13.4487,-13.8914,-1.53839,87.5824,40.2602,19.6259,14.3005,10.6807,9.07063,12.8106,9.98155,9.45965,10.1243,10.2731,8.44123,6.90158,9.48049,8.65853,7.33221,6.25431,8.03064,7.08422,7.62982,0.0551647,0.0790972,0.0981078,0.209887,0.785504,0.240162,0.238123,0.181423,0.191318,0.322411,0.147981,0.120304,0.0851177,0.172774,0.205859,0.150545,0.315205,0.151593,0.33481,0.262553,0.217627,0.325155,0.145853,0.205303,27.8844,20.2599,24.9767,20.9766,22.2954,22.0889,52.184,5.15598,4.34447,4.68858,3.88373,4.3378,4.26219,3.80906,1757.35,874.817,2070.45,607.139,3571.75,2150,0.0814938,0.0538036,0.0383005,0.0190549,80.7495,Folk,training
107591,-204.708,151.779,6.16778,17.5482,-26.504,-2.55242,-12.1058,-10.4383,-18.5574,-7.38176,0.17512,1.49337,-1.78956,-10.9098,-6.55353,-8.87448,-14.0421,1.01236,-12.8856,-13.36,66.2824,22.6828,14.6367,9.42909,12.9896,9.79531,8.20762,7.81301,6.81105,7.71942,9.81494,6.63967,7.51817,8.66644,6.71549,7.11826,6.08076,7.2629,6.15651,6.88429,0.435888,0.205829,0.350906,0.188201,0.258486,0.0834689,0.150706,0.238687,0.272265,0.561559,0.310096,0.43672,0.36022,0.153225,0.323739,0.160857,0.270949,0.0924913,0.179635,0.286863,0.195299,0.370952,0.192752,0.345986,18.6704,20.2159,20.5334,22.2758,21.1054,20.0711,50.208,5.57403,4.15575,3.73454,3.19923,2.48852,2.8267,3.15735,1149.44,314.573,1589.48,315.555,1942.61,978.977,0.0511822,0.0139986,0.115967,0.0762721,117.454,Folk,training
